Date,Open,High,Low,Close,AdjClose,Volume
4/20/2017,17200,17650,17125,17325,16528.85547,29369300
4/21/2017,17075,17500,17025,17475,16671.96289,17331100
4/25/2017,17650,17650,17300,17400,16600.40625,22236100
4/26/2017,17650,18000,17300,18000,17172.83789,16433200
4/27/2017,17400,17625,17400,17525,16719.66406,13663300
4/28/2017,17525,17775,17525,17750,16934.32617,13794200
5/2/2017,17750,17950,17750,17900,17077.43164,27694600
5/3/2017,17800,17850,17750,17750,16934.32617,8704300
5/4/2017,17800,18000,17775,17825,17005.88086,24610100
5/5/2017,17750,17825,17575,17775,16958.17773,6716700
5/8/2017,17875,18150,17825,17950,17125.13477,12808500
5/9/2017,18300,18350,17850,18000,17172.83789,10029700
5/10/2017,17750,18075,17750,17925,17101.28516,15784400
5/12/2017,18525,18550,17850,18000,17172.83789,28399300
5/15/2017,18000,18250,18000,18250,17411.34766,8258100
5/16/2017,17900,17950,17225,17400,16600.40625,47554900
5/17/2017,17400,17425,16925,16950,16171.08691,33357200
5/18/2017,16800,17450,16800,17400,16600.40625,40627300
5/19/2017,17400,18075,17100,17900,17077.43164,36589600
5/22/2017,18150,18250,17425,17650,16838.91797,16350300
5/23/2017,17650,17750,17325,17700,16886.62109,17521900
5/24/2017,17450,17475,17375,17475,16671.96289,19532700
5/26/2017,17500,17725,17450,17575,16767.36523,25213300
5/29/2017,17675,17950,17525,17775,16958.17773,20668100
5/30/2017,17700,17800,17600,17600,16791.21484,11372400
5/31/2017,17600,17650,17150,17150,16361.89453,212572300
6/1/2017,17150,17150,17150,17150,16361.89453,0
6/2/2017,17425,17650,17325,17550,16743.51563,48331300
6/5/2017,17800,17825,17475,17725,16910.4707,20515000
6/6/2017,17500,17675,17500,17550,16743.51563,17400700
6/7/2017,17650,17850,17600,17800,16982.0293,14864800
6/8/2017,17850,18050,17850,17925,17101.28516,18548600
6/9/2017,18100,18100,17525,17700,16886.62109,20213300
6/12/2017,17700,17900,17600,17750,16934.32617,7697900
6/13/2017,17750,17950,17725,17875,17053.58203,9959400
6/14/2017,17700,17975,17700,17975,17148.98438,15824300
6/15/2017,18000,18100,17875,18050,17220.53906,23231800
6/16/2017,18150,18150,17800,17800,16982.0293,121464400
6/19/2017,18000,18050,17875,17925,17101.28516,11302300
6/20/2017,17925,18175,17925,18100,17268.24023,17564900
6/21/2017,18100,18225,18050,18200,17363.64648,13761800
6/22/2017,18250,18325,17975,18150,17315.94336,16421500
6/23/2017,18150,18150,18150,18150,17315.94336,0
6/26/2017,18150,18150,18150,18150,17315.94336,0
6/27/2017,18150,18150,18150,18150,17315.94336,0
6/28/2017,18150,18150,18150,18150,17315.94336,0
6/29/2017,18150,18150,18150,18150,17315.94336,0
6/30/2017,18150,18150,18150,18150,17315.94336,0
7/3/2017,18400,18500,18075,18500,17649.85938,42607700
7/4/2017,18500,18725,18425,18550,17697.5625,12919800
7/5/2017,18550,18675,18300,18350,17506.75195,11396200
7/6/2017,18200,18350,18100,18225,17387.49805,17861300
7/7/2017,18350,18550,18325,18500,17649.85938,16452000
7/10/2017,18500,18650,18250,18300,17459.05273,8101200
7/11/2017,18325,18450,18250,18325,17482.90234,12320700
7/12/2017,18200,18475,18100,18425,17578.30859,17839300
7/13/2017,18500,18525,18275,18500,17649.85938,12891200
7/14/2017,18550,18550,18300,18400,17554.45703,8340000
7/17/2017,18250,18400,18250,18300,17459.05273,12340400
7/18/2017,18200,18350,18175,18350,17506.75195,7811300
7/19/2017,18350,18475,18300,18475,17626.00781,9011500
7/20/2017,18475,18500,18350,18450,17602.1582,11958000
7/21/2017,18450,18475,18225,18225,17387.49805,5087700
7/24/2017,18350,18625,18200,18575,17721.41211,18356200
7/25/2017,18650,18675,18400,18575,17721.41211,12895900
7/26/2017,18650,18900,18550,18775,17912.22266,23616200
7/27/2017,18775,18850,18700,18800,17936.07227,12681900
7/28/2017,19000,19000,18700,18800,17936.07227,16947000
7/31/2017,18600,18825,18575,18700,17840.66602,13062200
8/1/2017,18875,18975,18725,18925,18055.32617,17762000
8/2/2017,18925,18975,18825,18925,18055.32617,12536300
8/3/2017,19050,19050,18550,18750,17888.36914,8783500
8/4/2017,18750,18750,18550,18575,17721.41211,14001400
8/7/2017,18750,18750,18575,18625,17769.11523,11521800
8/8/2017,18700,19050,18700,19000,18126.88281,11602600
8/9/2017,19025,19025,18750,18975,18103.03125,12467100
8/10/2017,19050,19050,18725,18825,17959.92383,7693300
8/11/2017,18725,18825,18575,18675,17816.81641,13767400
8/14/2017,18675,18825,18650,18750,17888.36914,6450800
8/15/2017,18700,18800,18500,18675,17816.81641,8562800
8/16/2017,18725,18925,18650,18900,18031.47852,10837700
8/17/2017,18900,18900,18900,18900,18031.47852,0
8/18/2017,18750,18900,18625,18700,17840.66602,10888700
8/21/2017,18800,18825,18700,18800,17936.07227,4146800
8/22/2017,18800,18875,18800,18800,17936.07227,7163400
8/23/2017,18900,19150,18850,19150,18269.98828,9715300
8/24/2017,19150,19150,18875,18950,18079.18164,11528200
8/25/2017,19100,19200,18975,19100,18222.28711,8771100
8/28/2017,18900,19100,18875,19075,18198.43555,5768100
8/29/2017,19050,19075,18900,19075,18198.43555,6431000
8/30/2017,19200,19200,18925,19100,18222.28711,8450800
8/31/2017,18950,19200,18950,18950,18079.18164,13122100
9/1/2017,18950,18950,18950,18950,18079.18164,0
9/4/2017,18975,19000,18700,18875,18007.62891,7442700
9/5/2017,19000,19000,18675,19000,18126.88281,14740300
9/6/2017,19000,19025,18800,18900,18031.47852,11954200
9/7/2017,19100,19100,18750,18950,18079.18164,8992800
9/8/2017,18725,19025,18700,18850,17983.77734,10316600
9/11/2017,18975,19025,18900,18900,18031.47852,7299300
9/12/2017,18950,19100,18925,19025,18150.73438,10445000
9/13/2017,18850,19125,18850,19050,18174.58398,5967000
9/14/2017,19125,19150,19050,19100,18222.28711,7550800
9/15/2017,19000,19025,18825,18875,18007.62891,32694700
9/18/2017,19000,19000,18825,18975,18103.03125,6180700
9/19/2017,18850,19175,18825,19075,18198.43555,11915900
9/20/2017,19100,19100,18975,19050,18174.58398,15276400
9/21/2017,19050,19050,19050,19050,18174.58398,0
9/22/2017,19100,19975,19025,19875,18961.67383,25174200
9/25/2017,19750,19800,19625,19675,18770.86133,19509900
9/26/2017,19675,19775,19600,19650,18747.01172,19986900
9/27/2017,19800,19800,19650,19750,18842.41797,24434700
9/28/2017,19825,19850,19650,19825,18913.9707,20340700
9/29/2017,19975,20375,19825,20300,19367.14453,37720500
10/2/2017,20550,20600,20225,20325,19390.99609,10573100
10/3/2017,20325,20500,20200,20350,19414.84766,9641900
10/4/2017,20550,20550,20275,20325,19390.99609,20322100
10/5/2017,20325,20325,20075,20275,19343.29492,24113800
10/6/2017,20250,20525,20100,20450,19510.25391,20058100
10/9/2017,20300,20400,20250,20350,19414.84766,13031300
10/10/2017,20200,20400,20200,20375,19438.69727,11121200
10/11/2017,20200,20425,20200,20375,19438.69727,13459600
10/12/2017,20375,20825,20375,20800,19844.16602,20735300
10/13/2017,20800,20950,20550,20675,19724.91016,11138000
10/16/2017,20800,21050,20675,20725,19772.60938,10865600
10/17/2017,20750,20750,20050,20500,19557.95117,23186900
10/18/2017,20700,20700,20075,20200,19271.74023,24915200
10/19/2017,20200,20350,20150,20325,19390.99609,13727800
10/20/2017,20500,20950,20350,20350,19414.84766,12151600
10/23/2017,20650,21375,20650,21000,20034.97656,12568700
10/24/2017,21000,21250,20600,20600,19653.35547,13076000
10/25/2017,20600,21050,20400,21050,20082.67773,13884300
10/26/2017,20800,21000,20600,20775,19820.31445,8267200
10/27/2017,20750,20750,20200,20300,19367.14453,20340200
10/30/2017,20325,20475,20300,20425,19486.40039,11042100
10/31/2017,20825,20925,20525,20900,19939.57227,15601800
11/1/2017,21000,21375,21000,21325,20345.04102,20755300
11/2/2017,21500,21625,21400,21475,20488.14844,19167800
11/3/2017,21500,21500,20700,21025,20058.82813,14014000
11/6/2017,21200,21200,21000,21000,20034.97656,7646800
11/7/2017,20850,21075,20750,21050,20082.67773,9846900
11/8/2017,20900,21125,20800,20800,19844.16602,12303600
11/9/2017,20950,21050,20775,20800,19844.16602,10308200
11/10/2017,20800,20900,20600,20650,19701.05859,15835700
11/13/2017,20525,20700,20400,20475,19534.10156,11392600
11/14/2017,20500,20550,20425,20475,19534.10156,10997200
11/15/2017,20600,21150,20500,21025,20058.82813,18850700
11/16/2017,21200,21200,20950,21025,20058.82813,12302500
11/17/2017,21150,21200,20825,21175,20201.93359,25376300
11/20/2017,21175,21275,21025,21025,20058.82813,18180500
11/21/2017,21225,21225,20875,21125,20154.22852,12739000
11/22/2017,21000,21225,21000,21175,20201.93359,17343800
11/23/2017,21250,21250,20850,21000,20034.97656,13200700
11/24/2017,20875,21050,20775,21000,20034.97656,12177600
11/27/2017,20825,21300,20825,21300,20321.19141,15629300
11/28/2017,21300,21300,21050,21300,20321.19141,15486400
11/29/2017,21300,21325,20925,21175,20278.0957,20674100
11/30/2017,21300,21300,20350,20350,19488.04102,41179500
12/1/2017,20350,20350,20350,20350,19488.04102,0
12/4/2017,20825,21150,20650,20800,19918.98242,25680500
12/5/2017,21050,21125,20900,21000,20110.50977,12534100
12/6/2017,21150,21375,21000,21300,20397.79883,21259900
12/7/2017,21300,21300,20875,20975,20086.56641,13932800
12/8/2017,21100,21225,21025,21125,20230.21094,8096000
12/11/2017,21250,21250,21000,21075,20182.33203,6594700
12/12/2017,21175,21250,20850,21250,20349.91797,13570800
12/13/2017,21175,21175,20925,20925,20038.68359,12226200
12/14/2017,20925,21150,20875,21100,20206.27148,15110000
12/15/2017,20900,21100,20900,21100,20206.27148,12926100
12/18/2017,20900,21100,20850,21100,20206.27148,15294800
12/19/2017,20950,21250,20950,21100,20206.27148,15310700
12/20/2017,21050,21050,20875,20925,20038.68359,20592700
12/21/2017,20950,21150,20950,21100,20206.27148,12220000
12/22/2017,21175,21675,20975,21500,20589.32813,18914600
12/25/2017,21500,21500,21500,21500,20589.32813,0
12/26/2017,21500,21500,21500,21500,20589.32813,0
12/27/2017,21500,21700,21400,21525,20613.26953,17337800
12/28/2017,21500,22000,21475,21925,20996.32813,21300200
12/29/2017,22050,22750,21650,21900,20972.38477,16269400
1/1/2018,21900,21900,21900,21900,20972.38477,0
1/2/2018,21900,22525,21825,21900,20972.38477,16460700
1/3/2018,21925,21950,21325,21900,20972.38477,13642800
1/4/2018,21900,22225,21900,22225,21283.62109,15313400
1/5/2018,22300,22400,22175,22250,21307.5625,13053600
1/8/2018,22250,22575,22225,22350,21403.32813,11585600
1/9/2018,22500,22550,22450,22525,21570.91211,12242600
1/10/2018,22525,22725,22325,22450,21499.0918,9458400
1/11/2018,22450,22700,22300,22700,21738.5,11513800
1/12/2018,22700,22725,22325,22425,21475.15039,13318100
1/15/2018,22450,22500,22300,22475,21523.0293,8375000
1/16/2018,22450,22675,22450,22600,21642.73633,10011000
